data,valor
2007-11-01,113.69
2007-12-01,114.37
2008-01-01,113.09
2008-02-01,111.12
2008-03-01,112.58
2008-04-01,114.28
2008-05-01,117.54
2008-06-01,113.77
2008-07-01,112.04
2008-08-01,112.54
2008-09-01,114.52
2008-10-01,108.79
2008-11-01,105.07
2008-12-01,98.34
2009-01-01,109.39
2009-02-01,106.42
2009-03-01,104.23
2009-04-01,104.66
2009-05-01,102.84
2009-06-01,114.0
2009-07-01,108.32
2009-08-01,107.19
2009-09-01,108.64
2009-10-01,112.14
2009-11-01,111.52
2009-12-01,108.01
2010-01-01,112.74
2010-02-01,115.27
2010-03-01,116.63
2010-04-01,120.94
2010-05-01,116.76
2010-06-01,118.15
2010-07-01,120.92
2010-08-01,120.62
2010-09-01,121.35
2010-10-01,123.34
2010-11-01,122.4
2010-12-01,125.66
2011-01-01,122.85
2011-02-01,124.0
2011-03-01,125.23
2011-04-01,123.55
2011-05-01,124.0
2011-06-01,130.92
2011-07-01,121.97
2011-08-01,121.36
2011-09-01,123.21
2011-10-01,121.94
2011-11-01,121.99
2011-12-01,125.01
2012-01-01,124.64
2012-02-01,126.0
2012-03-01,126.09
2012-04-01,123.25
2012-05-01,128.98
2012-06-01,131.23
2012-07-01,128.68
2012-08-01,130.19
2012-09-01,130.1
2012-10-01,128.2
2012-11-01,128.19
2012-12-01,132.55
2013-01-01,129.5
2013-02-01,127.5
2013-03-01,133.13
2013-04-01,135.21
2013-05-01,131.16
2013-06-01,126.55
2013-07-01,135.83
2013-08-01,134.34
2013-09-01,131.71
2013-10-01,132.28
2013-11-01,134.09
2013-12-01,140.71
2014-01-01,131.57
2014-02-01,130.36
2014-03-01,129.66
2014-04-01,130.01
2014-05-01,133.2
2014-06-01,124.24
2014-07-01,130.07
2014-08-01,133.39
2014-09-01,131.83
2014-10-01,131.96
2014-11-01,135.36
2014-12-01,134.3
2015-01-01,130.12
2015-02-01,126.31
2015-03-01,124.91
2015-04-01,121.76
2015-05-01,123.15
2015-06-01,118.12
2015-07-01,118.79
2015-08-01,116.43
2015-09-01,116.25
2015-10-01,117.87
2015-11-01,113.72
2015-12-01,114.08
2016-01-01,115.32
2016-02-01,114.72
2016-03-01,108.23
2016-04-01,111.26
2016-05-01,109.75
2016-06-01,110.07
2016-07-01,101.54
2016-08-01,104.86
2016-09-01,104.61
2016-10-01,104.35
2016-11-01,102.14
2016-12-01,98.14
2017-01-01,114.7
2017-02-01,116.64
2017-03-01,117.07
2017-04-01,121.19
2017-05-01,115.44
2017-06-01,116.97
2017-07-01,115.9
2017-08-01,113.76
2017-09-01,114.57
2017-10-01,109.51
2017-11-01,111.26
2017-12-01,114.79
2018-01-01,115.47
2018-02-01,112.16
2018-03-01,115.77
2018-04-01,114.09
2018-05-01,112.51
2018-06-01,113.4
2018-07-01,105.91
2018-08-01,116.42
2018-09-01,115.56
2018-10-01,113.79
2018-11-01,116.43
2018-12-01,116.11
2019-01-01,114.95
2019-02-01,116.44
2019-03-01,115.26
2019-04-01,110.62
2019-05-01,110.57
2019-06-01,111.34
2019-07-01,111.8
2019-08-01,112.31
2019-09-01,113.98
2019-10-01,115.1
2019-11-01,117.8
2019-12-01,120.09
2020-01-01,117.79
2020-02-01,120.82
2020-03-01,75.22
2020-04-01,32.52
2020-05-01,37.81
2020-06-01,60.11
2020-07-01,75.05
2020-08-01,105.37
2020-09-01,107.32
2020-10-01,111.72
2020-11-01,113.41
2020-12-01,106.04
2021-01-01,97.1
2021-02-01,103.72
2021-03-01,67.48
2021-04-01,84.88
2021-05-01,107.09
2021-06-01,99.93
2021-07-01,107.9
2021-08-01,106.41
2021-09-01,107.62
2021-10-01,110.22
2021-11-01,108.68
2021-12-01,108.7
2022-01-01,97.62
2022-02-01,107.23
2022-03-01,107.21
2022-04-01,108.12
2022-05-01,116.41
2022-06-01,102.45
2022-07-01,90.33
2022-08-01,100.5
2022-09-01,98.48
2022-10-01,95.87
2022-11-01,89.73
2022-12-01,89.72
2023-01-01,98.03
2023-02-01,99.22
2023-03-01,98.2
2023-04-01,97.03
2023-05-01,94.37
2023-06-01,96.06
2023-07-01,92.59
2023-08-01,93.8
2023-09-01,95.89
2023-10-01,93.94
2023-11-01,94.49
2023-12-01,93.01
2024-01-01,97.43
2024-02-01,97.32
2024-03-01,96.14
2024-04-01,94.62
2024-05-01,97.0
2024-06-01,96.04
2024-07-01,98.71
2024-08-01,99.03
2024-09-01,98.82
2024-10-01,100.69
2024-11-01,101.81
2024-12-01,100.02
2025-01-01,99.19
2025-02-01,99.22
2025-03-01,100.43
